CBSA,MDIV,STCOU,NAME,LSAD,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,POPESTIMATE2020,POPESTIMATE2021
41740,,,"San Diego-Chula Vista-Carlsbad, CA",Metropolitan Statistical Area,3095313,3095349,3103212,3137156,3174335,3209768,3248877,3280850,3306089,3321237,3333861,3338330,,
41740,,6073,"San Diego County, CA",County or equivalent,3095313,3095349,3103212,3137156,3174335,3209768,3248877,3280850,3306089,3321237,3333861,3338330,,
41860,,,"San Francisco-Oakland-Berkeley, CA",Metropolitan Statistical Area,4335391,4335593,4343634,4395725,4455473,4519636,4584981,4647924,4688198,4712421,4726314,4731803,4739649,4623264
41860,36084,,"Oakland-Berkeley-Livermore, CA",Metropolitan Division,2559296,2559462,2565526,2596355,2631312,2672994,2716668,2758943,2788218,2805731,2817275,2824855,,
41860,36084,6001,"Alameda County, CA",County or equivalent,1510271,1510258,1512986,1530915,1553764,1579593,1607792,1634538,1650950,1660196,1666756,1671329,,
41860,36084,6013,"Contra Costa County, CA",County or equivalent,1049025,1049204,1052540,1065440,1077548,1093401,1108876,1124405,1137268,1145535,1150519,1153526,,
41860,41884,,"San Francisco-San Mateo-Redwood City, CA",Metropolitan Division,1523686,1523701,1525204,1543994,1568100,1588233,1607954,1628065,1639418,1646941,1649377,1648122,,
41860,41884,6075,"San Francisco County, CA",County or equivalent,805235,805184,805505,815650,828876,839572,850750,863010,871512,878040,880696,881549,,
41860,41884,6081,"San Mateo County, CA",County or equivalent,718451,718517,719699,728344,739224,748661,757204,765055,767906,768901,768681,766573,,
41860,42034,,"San Rafael, CA",Metropolitan Division,252409,252430,252904,255376,256061,258409,260359,260916,260562,259749,259662,258826,,
41860,42034,6041,"Marin County, CA",County or equivalent,252409,252430,252904,255376,256061,258409,260359,260916,260562,259749,259662,258826,,
41940,,,"San Jose-Sunnyvale-Santa Clara, CA",Metropolitan Statistical Area,1836911,1836951,1841556,1868031,1894452,1923664,1949578,1974501,1987593,1992674,1993804,1990660,,
41940,,6069,"San Benito County, CA",County or equivalent,55269,55265,55516,55977,56599,57239,57825,58216,59225,60164,61467,62808,,
41940,,6085,"Santa Clara County, CA",County or equivalent,1781642,1781686,1786040,1812054,1837853,1866425,1891753,1916285,1928368,1932510,1932337,1927852,,
42020,,,"San Luis Obispo-Paso Robles, CA",Metropolitan Statistical Area,269637,269597,269802,271058,274160,275696,278227,280077,281803,282481,283354,283111,,
42020,,6079,"San Luis Obispo County, CA",County or equivalent,269637,269597,269802,271058,274160,275696,278227,280077,281803,282481,283354,283111,,
42100,,,"Santa Cruz-Watsonville, CA",Metropolitan Statistical Area,262382,262350,263147,264858,266340,268816,270861,273503,274396,274856,273841,273213,,
42100,,6087,"Santa Cruz County, CA",County or equivalent,262382,262350,263147,264858,266340,268816,270861,273503,274396,274856,273841,273213,,
42140,,,"Santa Fe, NM",Metropolitan Statistical Area,144170,144232,144522,145847,146722,147465,147782,148098,148758,149491,149761,150358,,
42140,,35049,"Santa Fe County, NM",County or equivalent,144170,144232,144522,145847,146722,147465,147782,148098,148758,149491,149761,150358,,
42200,,,"Santa Maria-Santa Barbara, CA",Metropolitan Statistical Area,423895,423947,424231,425453,429699,434601,439045,442229,444340,445298,445780,446499,,
42200,,6083,"Santa Barbara County, CA",County or equivalent,423895,423947,424231,425453,429699,434601,439045,442229,444340,445298,445780,446499,,
42220,,,"Santa Rosa-Petaluma, CA",Metropolitan Statistical Area,483878,483861,484755,487421,489993,494073,498560,500863,502547,502469,498643,494336,,
42220,,6097,"Sonoma County, CA",County or equivalent,483878,483861,484755,487421,489993,494073,498560,500863,502547,502469,498643,494336,,
42340,,,"Savannah, GA",Metropolitan Statistical Area,347611,347597,348640,355582,361745,365103,371275,377827,383153,386394,389453,393353,,
42340,,13029,"Bryan County, GA",County or equivalent,30233,30215,30377,31267,32251,33034,33664,34792,35839,36999,38059,39627,,
42340,,13051,"Chatham County, GA",County or equivalent,265128,265127,265799,271623,276164,277650,282201,285959,288615,289309,289166,289430,,
42340,,13103,"Effingham County, GA",County or equivalent,52250,52255,52464,52692,53330,54419,55410,57076,58699,60086,62228,64296,,
42540,,,"Scranton--Wilkes-Barre, PA",Metropolitan Statistical Area,563631,563604,563740,563676,563704,561495,560146,557734,555722,555655,555215,553885,,
42540,,42069,"Lackawanna County, PA",County or equivalent,214437,214415,214501,214361,214176,213725,212829,211863,211004,210451,210269,209674,,
42540,,42079,"Luzerne County, PA",County or equivalent,320918,320906,320998,321006,321147,319637,319150,318059,317172,317808,317859,317417,,
42540,,42131,"Wyoming County, PA",County or equivalent,28276,28283,28241,28309,28381,28133,28167,27812,27546,27396,27087,26794,,
42660,,,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,3439809,3439808,3449241,3503891,3558829,3612347,3675160,3739654,3816355,3885579,3935179,3979845,4024730,4011553
42660,42644,,"Seattle-Bellevue-Kent, WA",Metropolitan Division,2644584,2644586,2653851,2696268,2743294,2791335,2842464,2895876,2953460,3005925,3041423,3074865,,
42660,42644,53033,"King County, WA",County or equivalent,1931249,1931287,1938351,1974200,2011197,2047223,2085225,2126178,2166350,2203836,2228364,2252782,,
42660,42644,53061,"Snohomish County, WA",County or equivalent,713335,713299,715500,722068,732097,744112,757239,769698,787110,802089,813059,822083,,
42660,45104,,"Tacoma-Lakewood, WA",Metropolitan Division,795225,795222,795390,807623,815535,821012,832696,843778,862895,879654,893756,904980,,
42660,45104,53053,"Pierce County, WA",County or equivalent,795225,795222,795390,807623,815535,821012,832696,843778,862895,879654,893756,904980,,
42680,,,"Sebastian-Vero Beach, FL",Metropolitan Statistical Area,138028,138028,138270,139103,140473,141895,144445,147434,151159,154241,157187,159923,,
42680,,12061,"Indian River County, FL",County or equivalent,138028,138028,138270,139103,140473,141895,144445,147434,151159,154241,157187,159923,,
42700,,,"Sebring-Avon Park, FL",Metropolitan Statistical Area,98786,98784,98635,98477,98222,98077,98584,100137,102041,103852,104933,106221,,
42700,,12055,"Highlands County, FL",County or equivalent,98786,98784,98635,98477,98222,98077,98584,100137,102041,103852,104933,106221,,
43100,,,"Sheboygan, WI",Metropolitan Statistical Area,115507,115512,115524,115208,114767,114697,114982,115196,115030,115089,115233,115340,,
43100,,55117,"Sheboygan County, WI",County or equivalent,115507,115512,115524,115208,114767,114697,114982,115196,115030,115089,115233,115340,,
43300,,,"Sherman-Denison, TX",Metropolitan Statistical Area,120877,120877,121034,121430,121854,122362,123599,125628,128291,131152,133787,136212,,
43300,,48181,"Grayson County, TX",County or equivalent,120877,120877,121034,121430,121854,122362,123599,125628,128291,131152,133787,136212,,
43340,,,"Shreveport-Bossier City, LA",Metropolitan Statistical Area,398604,398606,399935,403880,407435,406237,404534,404000,401947,400161,397281,394706,,
43340,,22015,"Bossier Parish, LA",County or equivalent,116979,117036,117675,120134,123160,124021,124868,125554,125920,126959,127022,127039,,
43340,,22017,"Caddo Parish, LA",County or equivalent,254969,254914,255590,256967,257252,255127,252605,251345,248837,245935,242833,240204,,
43340,,22031,"De Soto Parish, LA",County or equivalent,26656,26656,26670,26779,27023,27089,27061,27101,27190,27267,27426,27463,,
43420,,,"Sierra Vista-Douglas, AZ",Metropolitan Statistical Area,131346,131359,131822,133097,132017,129578,127314,126454,125686,124864,126411,125922,,
43420,,4003,"Cochise County, AZ",County or equivalent,131346,131359,131822,133097,132017,129578,127314,126454,125686,124864,126411,125922,,
43580,,,"Sioux City, IA-NE-SD",Metropolitan Statistical Area,143577,143582,143901,144171,143723,143623,143590,143736,143844,143165,143787,144701,,
43580,,19193,"Woodbury County, IA",County or equivalent,102172,102175,102388,102720,102321,102284,102292,102492,102686,102132,102515,103107,,
43580,,31043,"Dakota County, NE",County or equivalent,21006,21006,21034,20811,20714,20765,20547,20550,20279,20010,20002,20026,,
43580,,31051,"Dixon County, NE",County or equivalent,6000,6003,5988,5998,5888,5815,5760,5769,5742,5746,5700,5636,,
43580,,46127,"Union County, SD",County or equivalent,14399,14398,14491,14642,14800,14759,14991,14925,15137,15277,15570,15932,,
43620,,,"Sioux Falls, SD",Metropolitan Statistical Area,228261,228264,229099,232150,237032,241772,246133,250012,254602,260083,263810,268232,,
43620,,46083,"Lincoln County, SD",County or equivalent,44828,44823,45183,46800,48399,49891,51571,52959,54567,56681,58795,61128,,
43620,,46087,"McCook County, SD",County or equivalent,5618,5618,5609,5542,5566,5594,5548,5483,5508,5561,5601,5586,,
43620,,46099,"Minnehaha County, SD",County or equivalent,169468,169474,169955,171452,174766,177981,180822,183439,186268,189538,190992,193134,,
43620,,46125,"Turner County, SD",County or equivalent,8347,8349,8352,8356,8301,8306,8192,8131,8259,8303,8422,8384,,
43780,,,"South Bend-Mishawaka, IN-MI",Metropolitan Statistical Area,319224,319203,319044,318884,318296,318639,319410,319703,321144,321538,322697,323613,,
43780,,18141,"St. Joseph County, IN",County or equivalent,266931,266914,266797,266680,266492,267054,267848,268361,269862,270057,270972,271826,,
43780,,26027,"Cass County, MI",County or equivalent,52293,52289,52247,52204,51804,51585,51562,51342,51282,51481,51725,51787,,
43900,,,"Spartanburg, SC",Metropolitan Statistical Area,284307,284304,284731,286102,288176,290414,292981,296558,300867,306740,314137,319785,,
43900,,45083,"Spartanburg County, SC",County or equivalent,284307,284304,284731,286102,288176,290414,292981,296558,300867,306740,314137,319785,,
44060,,,"Spokane-Spokane Valley, WA",Metropolitan Statistical Area,514752,514752,515553,516889,518930,521603,526336,532163,541030,550259,558827,568521,,
44060,,53063,"Spokane County, WA",County or equivalent,471221,471220,472081,473436,475447,478332,482857,488610,496889,505623,513603,522798,,
44060,,53065,"Stevens County, WA",County or equivalent,43531,43532,43472,43453,43483,43271,43479,43553,44141,44636,45224,45723,,
44100,,,"Springfield, IL",Metropolitan Statistical Area,210170,210170,210465,211736,212095,211713,211692,211254,210424,209365,207928,206868,,
44100,,17129,"Menard County, IL",County or equivalent,12705,12705,12696,12698,12691,12572,12508,12356,12398,12293,12289,12196,,
44100,,17167,"Sangamon County, IL",County or equivalent,197465,197465,197769,199038,199404,199141,199184,198898,198026,197072,195639,194672,,
44140,,,"Springfield, MA",Metropolitan Statistical Area,692942,693059,694935,698017,699061,699964,701671,700688,699804,699387,700138,697382,,
44140,,25011,"Franklin County, MA",County or equivalent,71372,71381,71369,71692,71687,71361,71298,70866,70622,70605,70611,70180,,
44140,,25013,"Hampden County, MA",County or equivalent,463490,463615,464237,466171,466955,467747,469455,469113,467778,467705,468388,466372,,
44140,,25015,"Hampshire County, MA",County or equivalent,158080,158063,159329,160154,160419,160856,160918,160709,161404,161077,161139,160830,,
44180,,,"Springfield, MO",Metropolitan Statistical Area,436712,436756,437349,440432,444329,448427,451556,455593,457917,462090,466273,470300,,
44180,,29043,"Christian County, MO",County or equivalent,77422,77414,77841,78649,79658,80621,81820,83077,84184,85392,87044,88595,,
44180,,29059,"Dallas County, MO",County or equivalent,16777,16769,16722,16687,16694,16458,16335,16344,16381,16699,16782,16878,,
44180,,29077,"Greene County, MO",County or equivalent,275174,275179,275309,277446,280447,283605,285241,287312,287818,289512,291054,293086,,
44180,,29167,"Polk County, MO",County or equivalent,31137,31130,31157,31202,31082,31117,31118,31256,31380,31742,32214,32149,,
44180,,29225,"Webster County, MO",County or equivalent,36202,36264,36320,36448,36448,36626,37042,37604,38154,38745,39179,39592,,
44220,,,"Springfield, OH",Metropolitan Statistical Area,138333,138339,138274,137811,137171,136638,136311,135746,134723,134549,134528,134083,,
44220,,39023,"Clark County, OH",County or equivalent,138333,138339,138274,137811,137171,136638,136311,135746,134723,134549,134528,134083,,
44300,,,"State College, PA",Metropolitan Statistical Area,153990,154005,154230,155067,155826,158231,159653,160466,162034,162316,162601,162385,,
44300,,42027,"Centre County, PA",County or equivalent,153990,154005,154230,155067,155826,158231,159653,160466,162034,162316,162601,162385,,
44420,,,"Staunton, VA",Metropolitan Statistical Area,118502,118496,118314,118774,118463,119110,119469,120019,120747,121744,122628,123120,,
44420,,51015,"Augusta County, VA",County or equivalent,73750,73753,73584,73648,73588,73842,73881,74292,74834,75177,75535,75558,,
44420,,51790,"Staunton city, VA",County or equivalent,23746,23745,23737,24023,23809,24101,24283,24185,24156,24325,24562,24932,,
44420,,51820,"Waynesboro city, VA",County or equivalent,21006,20998,20993,21103,21066,21167,21305,21542,21757,22242,22531,22630,,
44700,,,"Stockton, CA",Metropolitan Statistical Area,685306,685306,687127,694354,699593,702046,711579,722271,732809,743296,752491,762148,,
44700,,6077,"San Joaquin County, CA",County or equivalent,685306,685306,687127,694354,699593,702046,711579,722271,732809,743296,752491,762148,,
44940,,,"Sumter, SC",Metropolitan Statistical Area,142427,142434,142555,142018,142126,142007,141877,141180,141334,140443,140151,140466,,
44940,,45027,"Clarendon County, SC",County or equivalent,34971,34949,34948,34710,34326,34260,34214,34029,34259,34012,33742,33745,,
44940,,45085,"Sumter County, SC",County or equivalent,107456,107485,107607,107308,107800,107747,107663,107151,107075,106431,106409,106721,,
45060,,,"Syracuse, NY",Metropolitan Statistical Area,662577,662624,663110,662482,660902,661773,660085,657648,654391,651164,650281,648593,,
45060,,36053,"Madison County, NY",County or equivalent,73442,73452,73440,72887,72414,72457,72210,71636,71387,70942,71117,70941,,
45060,,36067,"Onondaga County, NY",County or equivalent,467026,467067,467533,467614,467030,468146,467285,466277,464109,461795,461649,460528,,
45060,,36075,"Oswego County, NY",County or equivalent,122109,122105,122137,121981,121458,121170,120590,119735,118895,118427,117515,117124,,
45220,,,"Tallahassee, FL",Metropolitan Statistical Area,367413,368771,369345,371246,375272,373187,375356,377602,378672,383173,384318,387227,,
45220,,12039,"Gadsden County, FL",County or equivalent,46389,47744,47794,47373,46574,46087,46114,46060,46086,45993,45927,45660,,
45220,,12065,"Jefferson County, FL",County or equivalent,14761,14761,14755,14529,14219,14209,14056,14115,13960,14165,14321,14246,,
45220,,12073,"Leon County, FL",County or equivalent,275487,275483,275971,278371,283620,281887,283770,285904,286744,290965,291657,293582,,
45220,,12129,"Wakulla County, FL",County or equivalent,30776,30783,30825,30973,30859,31004,31416,31523,31882,32050,32413,33739,,
45300,,,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan Statistical Area,2783243,2783485,2788366,2813269,2843636,2880536,2927395,2983928,3048963,3106922,3154649,3194831,,
45300,,12053,"Hernando County, FL",County or equivalent,172778,172778,172969,172847,172718,173639,175298,177900,182459,186704,190582,193920,,
45300,,12057,"Hillsborough County, FL",County or equivalent,1229226,1229202,1233498,1255503,1279639,1304131,1332298,1364073,1396693,1426736,1451919,1471968,,
45300,,12101,"Pasco County, FL",County or equivalent,464697,464705,465487,466464,469637,474352,483399,494895,509937,525141,539090,553947,,
45300,,12103,"Pinellas County, FL",County or equivalent,916542,916800,916412,918455,921642,928414,936400,947060,959874,968341,973058,974996,,
45460,,,"Terre Haute, IN",Metropolitan Statistical Area,189764,189774,189523,189541,189555,189089,188240,187365,187241,186846,186726,186367,,
45460,,18021,"Clay County, IN",County or equivalent,26890,26888,26854,26837,26788,26662,26430,26395,26210,26167,26175,26225,,
45460,,18121,"Parke County, IN",County or equivalent,17339,17349,17275,17084,17118,17237,17236,16970,16938,16907,16978,16937,,
45460,,18153,"Sullivan County, IN",County or equivalent,21475,21475,21390,21218,21203,21138,20995,20874,20710,20700,20696,20669,,
45460,,18165,"Vermillion County, IN",County or equivalent,16212,16210,16116,16072,15923,15852,15659,15593,15593,15503,15510,15498,,
45460,,18167,"Vigo County, IN",County or equivalent,107848,107852,107888,108330,108523,108200,107920,107533,107790,107569,107367,107038,,
45500,,,"Texarkana, TX-AR",Metropolitan Statistical Area,149198,149194,149332,149515,149609,149509,149229,149244,149543,149567,149347,148761,,
45500,,5081,"Little River County, AR",County or equivalent,13171,13168,13132,12945,12916,12733,12503,12402,12406,12373,12297,12259,,
45500,,5091,"Miller County, AR",County or equivalent,43462,43462,43562,43762,43663,43402,43458,43792,43713,43736,43362,43257,,
45500,,48037,"Bowie County, TX",County or equivalent,92565,92564,92638,92808,93030,93374,93268,93050,93424,93458,93688,93245,,
45540,,,"The Villages, FL",Metropolitan Statistical Area,93420,93420,94278,97975,101669,106898,112236,117076,122009,124995,128719,132420,,
45540,,12119,"Sumter County, FL",County or equivalent,93420,93420,94278,97975,101669,106898,112236,117076,122009,124995,128719,132420,,
45780,,,"Toledo, OH",Metropolitan Statistical Area,651429,651435,651372,650166,648750,648403,647228,645973,645441,644364,643089,641816,,
45780,,39051,"Fulton County, OH",County or equivalent,42698,42698,42629,42363,42330,42199,42403,42301,42306,42265,42267,42126,,
45780,,39095,"Lucas County, OH",County or equivalent,441815,441815,441434,439359,436753,436156,434585,433633,432879,431039,429612,428348,,
45780,,39123,"Ottawa County, OH",County or equivalent,41428,41433,41359,41320,41242,41035,40903,40754,40488,40623,40769,40525,,
45780,,39173,"Wood County, OH",County or equivalent,125488,125489,125950,127124,128425,129013,129337,129285,129768,130437,130441,130817,,
45820,,,"Topeka, KS",Metropolitan Statistical Area,233870,233860,234266,234696,234407,233838,233717,233520,233139,232994,232266,231969,,
45820,,20085,"Jackson County, KS",County or equivalent,13462,13460,13462,13427,13401,13310,13437,13285,13270,13332,13270,13171,,
45820,,20087,"Jefferson County, KS",County or equivalent,19126,19108,19121,18942,18861,18773,18805,18794,18824,18932,18856,19043,,
45820,,20139,"Osage County, KS",County or equivalent,16295,16294,16274,16341,16176,16080,15970,15865,15811,15842,15938,15949,,
45820,,20177,"Shawnee County, KS",County or equivalent,177934,177943,178360,178948,178975,178650,178567,178689,178350,178056,177290,176875,,
45820,,20197,"Wabaunsee County, KS",County or equivalent,7053,7055,7049,7038,6994,7025,6938,6887,6884,6832,6912,6931,,
45940,,,"Trenton-Princeton, NJ",Metropolitan Statistical Area,366513,367485,367713,367378,368554,369429,368909,368124,367699,368168,368188,367430,,
45940,,34021,"Mercer County, NJ",County or equivalent,366513,367485,367713,367378,368554,369429,368909,368124,367699,368168,368188,367430,,
46060,,,"Tucson, AZ",Metropolitan Statistical Area,980263,980263,981620,988381,993052,997127,1004229,1009103,1016707,1026391,1036554,1047279,,
46060,,4019,"Pima County, AZ",County or equivalent,980263,980263,981620,988381,993052,997127,1004229,1009103,1016707,1026391,1036554,1047279,,
46140,,,"Tulsa, OK",Metropolitan Statistical Area,937478,937523,939833,945750,952484,961904,969421,980926,988706,991330,993135,998626,,
46140,,40037,"Creek County, OK",County or equivalent,69967,69992,70248,70651,70760,70575,70559,70801,71191,71890,71730,71522,,
46140,,40111,"Okmulgee County, OK",County or equivalent,40069,40062,40082,39783,39551,39396,39079,39065,39075,38819,38321,38465,,
46140,,40113,"Osage County, OK",County or equivalent,47472,47473,47498,47784,47460,47391,47493,47338,47364,47346,47121,46963,,
46140,,40117,"Pawnee County, OK",County or equivalent,16577,16570,16589,16731,16447,16456,16355,16439,16471,16419,16356,16376,,
46140,,40131,"Rogers County, OK",County or equivalent,86905,86914,87017,87562,88101,88727,89366,90080,90992,91435,91801,92459,,
46140,,40143,"Tulsa County, OK",County or equivalent,603403,603430,604973,609204,615181,623705,630918,640470,645951,646437,647683,651552,,
46140,,40145,"Wagoner County, OK",County or equivalent,73085,73082,73426,74035,74984,75654,75651,76733,77662,78984,80123,81289,,
46220,,,"Tuscaloosa, AL",Metropolitan Statistical Area,239207,239214,239481,240363,242328,244378,246988,249066,250099,250933,251257,252047,,
46220,,1063,"Greene County, AL",County or equivalent,9045,9039,8991,8903,8848,8748,8584,8508,8482,8310,8209,8111,,
46220,,1065,"Hale County, AL",County or equivalent,15760,15762,15745,15361,15364,15246,15046,15015,14828,14801,14749,14651,,
46220,,1107,"Pickens County, AL",County or equivalent,19746,19746,19749,19354,19309,19300,20272,20776,20325,20204,19980,19930,,
46220,,1125,"Tuscaloosa County, AL",County or equivalent,194656,194667,194996,196745,198807,201084,203086,204767,206464,207618,208319,209355,,
46300,,,"Twin Falls, ID",Metropolitan Statistical Area,99604,99596,99987,100620,101128,102662,103912,105216,107252,109142,110095,111290,,
46300,,16053,"Jerome County, ID",County or equivalent,22374,22355,22442,22520,22578,22768,22926,22971,23433,23768,24066,24412,,
46300,,16083,"Twin Falls County, ID",County or equivalent,77230,77241,77545,78100,78550,79894,80986,82245,83819,85374,86029,86878,,
46340,,,"Tyler, TX",Metropolitan Statistical Area,209714,209725,210408,212764,214811,216475,219642,222390,225161,227195,229749,232751,,
46340,,48423,"Smith County, TX",County or equivalent,209714,209725,210408,212764,214811,216475,219642,222390,225161,227195,229749,232751,,
46520,,,"Urban Honolulu, HI",Metropolitan Statistical Area,953207,953206,956285,967336,977994,986059,987414,991064,992268,986353,979858,974563,,
46520,,15003,"Honolulu County, HI",County or equivalent,953207,953206,956285,967336,977994,986059,987414,991064,992268,986353,979858,974563,,
46540,,,"Utica-Rome, NY",Metropolitan Statistical Area,299397,299329,299226,298604,297992,297230,295982,293916,292811,292174,291187,289990,,
46540,,36043,"Herkimer County, NY",County or equivalent,64519,64469,64470,64386,64227,63883,63384,62652,62436,62163,61713,61319,,
46540,,36065,"Oneida County, NY",County or equivalent,234878,234860,234756,234218,233765,233347,232598,231264,230375,230011,229474,228671,,
46660,,,"Valdosta, GA",Metropolitan Statistical Area,139588,139662,140054,142007,144121,142937,143433,143311,144471,145360,146143,147292,,
46660,,13027,"Brooks County, GA",County or equivalent,16243,16314,16246,15982,15617,15649,15526,15670,15725,15617,15479,15457,,
46660,,13101,"Echols County, GA",County or equivalent,4034,4023,4015,4064,3967,3993,4032,4030,3956,3914,4000,4006,,
46660,,13173,"Lanier County, GA",County or equivalent,10078,10077,10104,10482,10466,10412,10369,10269,10430,10425,10355,10423,,
46660,,13185,"Lowndes County, GA",County or equivalent,109233,109248,109689,111479,114071,112883,113506,113342,114360,115404,116309,117406,,
46700,,,"Vallejo, CA",Metropolitan Statistical Area,413344,413343,413967,416342,419674,423659,429006,433409,438858,443511,445725,447643,,
46700,,6095,"Solano County, CA",County or equivalent,413344,413343,413967,416342,419674,423659,429006,433409,438858,443511,445725,447643,,
47020,,,"Victoria, TX",Metropolitan Statistical Area,94003,94003,94102,94765,96447,97518,98548,99649,99914,99597,99466,99742,,
47020,,48175,"Goliad County, TX",County or equivalent,7210,7210,7219,7208,7331,7452,7506,7513,7512,7552,7588,7658,,
47020,,48469,"Victoria County, TX",County or equivalent,86793,86793,86883,87557,89116,90066,91042,92136,92402,92045,91878,92084,,
47220,,,"Vineland-Bridgeton, NJ",Metropolitan Statistical Area,156898,156627,156699,157043,156934,156098,156009,154712,153233,151423,150635,149527,,
47220,,34011,"Cumberland County, NJ",County or equivalent,156898,156627,156699,157043,156934,156098,156009,154712,153233,151423,150635,149527,,
47260,,,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,1713954,1713955,1717036,1723208,1734121,1741366,1750937,1756340,1758763,1760926,1763713,1768901,,
47260,,37029,"Camden County, NC",County or equivalent,9980,9980,10009,10024,10003,10116,10278,10282,10397,10532,10676,10867,,
47260,,37053,"Currituck County, NC",County or equivalent,23547,23547,23674,23906,24025,24253,24820,25106,25640,26290,27016,27763,,
47260,,37073,"Gates County, NC",County or equivalent,12197,12185,12165,12043,11890,11703,11633,11531,11569,11514,11563,11562,,
47260,,51073,"Gloucester County, VA",County or equivalent,36858,36859,36940,36889,36838,36768,37024,37010,37114,37295,37341,37348,,
47260,,51093,"Isle of Wight County, VA",County or equivalent,35270,35277,35316,35296,35343,35526,35865,36159,36326,36571,36972,37109,,
47260,,51095,"James City County, VA",County or equivalent,67009,67379,67661,68297,69409,70612,72064,72819,73930,75274,76033,76523,,
47260,,51115,"Mathews County, VA",County or equivalent,8978,8976,8974,8944,8911,8898,8813,8834,8769,8709,8792,8834,,
47260,,51175,"Southampton County, VA",County or equivalent,18570,18573,18640,18638,18507,18329,18223,18136,18080,17841,17713,17631,,
47260,,51199,"York County, VA",County or equivalent,65464,65191,65222,65772,65825,65980,66523,67802,67832,68022,67976,68280,,
47260,,51550,"Chesapeake city, VA",County or equivalent,222209,222311,223556,225361,228091,230327,233360,235111,237464,240143,242359,244835,,
47260,,51620,"Franklin city, VA",County or equivalent,8582,8578,8579,8445,8482,8536,8392,8331,8201,8145,8089,7967,,
47260,,51650,"Hampton city, VA",County or equivalent,137436,137464,137415,136628,137177,137332,137680,136264,135374,134725,134330,134510,,
47260,,51700,"Newport News city, VA",County or equivalent,180719,180955,180888,180078,180056,181275,181522,180958,180209,179447,178523,179225,,
47260,,51710,"Norfolk city, VA",County or equivalent,242803,242827,242999,243655,246149,245468,246576,246457,245680,244543,243585,242742,,
47260,,51735,"Poquoson city, VA",County or equivalent,12150,12159,12148,12042,12114,12094,12009,12021,11952,12039,12169,12271,,
47260,,51740,"Portsmouth city, VA",County or equivalent,95535,95526,95451,95748,96480,96075,95829,96336,95165,94838,94750,94398,,
47260,,51800,"Suffolk city, VA",County or equivalent,84585,84565,84813,84750,85251,85751,86882,88079,89194,90108,90975,92108,,
47260,,51810,"Virginia Beach city, VA",County or equivalent,437994,437903,438859,442583,445044,447706,448864,450304,450983,449896,449849,449974,,
47260,,51830,"Williamsburg city, VA",County or equivalent,14068,13700,13727,14109,14526,14617,14580,14800,14884,14994,15002,14954,,
47300,,,"Visalia, CA",Metropolitan Statistical Area,442179,442182,442969,446784,449779,452460,455138,457161,459235,462308,464589,466195,,
47300,,6107,"Tulare County, CA",County or equivalent,442179,442182,442969,446784,449779,452460,455138,457161,459235,462308,464589,466195,,
47380,,,"Waco, TX",Metropolitan Statistical Area,252772,252766,253808,255700,256938,258685,260376,262660,264829,268971,271427,273920,,
47380,,48145,"Falls County, TX",County or equivalent,17866,17863,17891,17848,17570,17242,17210,17216,17276,17340,17231,17297,,
47380,,48309,"McLennan County, TX",County or equivalent,234906,234903,235917,237852,239368,241443,243166,245444,247553,251631,254196,256623,,
47460,,,"Walla Walla, WA",Metropolitan Statistical Area,58781,58781,58915,59444,59329,59361,59510,59932,60008,60512,60615,60760,,
47460,,53071,"Walla Walla County, WA",County or equivalent,58781,58781,58915,59444,59329,59361,59510,59932,60008,60512,60615,60760,,
47580,,,"Warner Robins, GA",Metropolitan Statistical Area,167595,167626,168508,171561,173592,174689,175717,176293,178507,180163,182886,185409,,
47580,,13153,"Houston County, GA",County or equivalent,139900,139819,140651,143775,145827,147527,148575,149323,151622,153202,155523,157863,,
47580,,13225,"Peach County, GA",County or equivalent,27695,27807,27857,27786,27765,27162,27142,26970,26885,26961,27363,27546,,
47900,,,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,5649540,5649688,5678491,5782319,5878942,5963312,6031945,6093950,6149301,6211341,6247841,6280487,,
47900,23224,,"Frederick-Gaithersburg-Rockville, MD",Metropolitan Division,1205162,1204687,1209820,1228469,1244724,1256301,1267998,1277815,1285845,1297444,1303421,1310235,,
47900,23224,24021,"Frederick County, MD",County or equivalent,233385,233403,234218,237284,239645,241129,243381,245001,246999,250622,254943,259547,,
47900,23224,24031,"Montgomery County, MD",County or equivalent,971777,971284,975602,991185,1005079,1015172,1024617,1032814,1038846,1046822,1048478,1050688,,
47900,47894,,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Division,4444378,4445001,4468671,4553850,4634218,4707011,4763947,4816135,4863456,4913897,4944420,4970252,,
47900,47894,11001,"District of Columbia, DC",County or equivalent,601723,601767,605226,619800,634924,650581,662328,675400,685815,694906,701547,705749,,
47900,47894,24009,"Calvert County, MD",County or equivalent,88737,88739,88988,89327,89720,90444,90540,90477,91052,91435,92065,92525,,
