CBSA,MDIV,STCOU,NAME,LSAD,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,POPESTIMATE2020,POPESTIMATE2021
24660,,37151,"Randolph County, NC",County or equivalent,141752,141824,141985,141858,142270,142308,142474,142575,143062,143037,143249,143667,,
24660,,37157,"Rockingham County, NC",County or equivalent,93643,93645,93661,93284,92691,91896,91790,91657,91308,90791,90617,91010,,
24780,,,"Greenville, NC",Metropolitan Statistical Area,168148,168176,168863,170791,172980,174380,174974,176071,177171,178607,179575,180742,,
24780,,37147,"Pitt County, NC",County or equivalent,168148,168176,168863,170791,172980,174380,174974,176071,177171,178607,179575,180742,,
24860,,,"Greenville-Anderson, SC",Metropolitan Statistical Area,824112,824031,825625,833220,840903,848417,860285,872521,884327,895357,907028,920477,,
24860,,45007,"Anderson County, SC",County or equivalent,187126,186922,187086,188160,188820,190005,191793,193700,195582,198186,200292,202558,,
24860,,45045,"Greenville County, SC",County or equivalent,451225,451211,452697,458916,466062,473014,481485,490900,499122,506831,514621,523542,,
24860,,45059,"Laurens County, SC",County or equivalent,66537,66513,66505,66446,66214,66149,66464,66421,66603,66822,66890,67493,,
24860,,45077,"Pickens County, SC",County or equivalent,119224,119385,119337,119698,119807,119249,120543,121500,123020,123518,125225,126884,,
25060,,,"Gulfport-Biloxi, MS",Metropolitan Statistical Area,388488,388591,389324,393744,396803,399940,403841,406604,408865,412754,414686,417665,,
25060,,28045,"Hancock County, MS",County or equivalent,43929,44023,44089,44744,45263,45522,45980,46305,46643,46949,47278,47632,,
25060,,28047,"Harrison County, MS",County or equivalent,187105,187109,187859,191070,193540,196134,198340,200674,202504,204966,206284,208080,,
25060,,28059,"Jackson County, MS",County or equivalent,139668,139669,139469,140029,139949,140324,141432,141354,141535,142246,143127,143617,,
25060,,28131,"Stone County, MS",County or equivalent,17786,17790,17907,17901,18051,17960,18089,18271,18183,18593,17997,18336,,
25180,,,"Hagerstown-Martinsburg, MD-WV",Metropolitan Statistical Area,269140,269146,269833,271983,273429,274926,276755,278236,280717,282958,285722,288104,,
25180,,24043,"Washington County, MD",County or equivalent,147430,147417,147721,148776,149037,148986,149048,149068,149602,150169,150656,151049,,
25180,,54003,"Berkeley County, WV",County or equivalent,104169,104188,104621,105743,106965,108495,110191,111678,113489,115073,117236,119171,,
25180,,54065,"Morgan County, WV",County or equivalent,17541,17541,17491,17464,17427,17445,17516,17490,17626,17716,17830,17884,,
25220,,,"Hammond, LA",Metropolitan Statistical Area,121097,121109,121485,122700,123646,125520,127010,128716,130619,132353,133837,134758,,
25220,,22105,"Tangipahoa Parish, LA",County or equivalent,121097,121109,121485,122700,123646,125520,127010,128716,130619,132353,133837,134758,,
25260,,,"Hanford-Corcoran, CA",Metropolitan Statistical Area,152982,152974,152370,151868,150991,150337,149495,150085,149382,149665,151382,152940,,
25260,,6031,"Kings County, CA",County or equivalent,152982,152974,152370,151868,150991,150337,149495,150085,149382,149665,151382,152940,,
25420,,,"Harrisburg-Carlisle, PA",Metropolitan Statistical Area,549475,549444,550088,552280,555057,558139,561164,564678,567510,570784,574149,577941,,
25420,,42041,"Cumberland County, PA",County or equivalent,235406,235387,235886,237107,239244,241059,243280,245744,247369,249024,251131,253370,,
25420,,42043,"Dauphin County, PA",County or equivalent,268100,268126,268281,269249,270005,271431,272223,273085,274196,275714,276864,278299,,
25420,,42099,"Perry County, PA",County or equivalent,45969,45931,45921,45924,45808,45649,45661,45849,45945,46046,46154,46272,,
25500,,,"Harrisonburg, VA",Metropolitan Statistical Area,125228,125221,125401,126796,128449,128956,130420,131120,132909,134041,134749,134964,,
25500,,51165,"Rockingham County, VA",County or equivalent,76314,76321,76408,76861,77137,77419,77878,78445,79367,80397,81261,81948,,
25500,,51660,"Harrisonburg city, VA",County or equivalent,48914,48900,48993,49935,51312,51537,52542,52675,53542,53644,53488,53016,,
25540,,,"Hartford-East Hartford-Middletown, CT",Metropolitan Statistical Area,1212381,1212471,1214091,1216088,1215307,1214785,1213886,1211748,1208595,1207027,1206139,1204877,,
25540,,9003,"Hartford County, CT",County or equivalent,894014,894052,895236,896864,897706,897678,897407,896290,894141,893076,892580,891720,,
25540,,9007,"Middlesex County, CT",County or equivalent,165676,165672,165616,166174,165634,165329,164786,163724,163292,162942,162870,162436,,
25540,,9013,"Tolland County, CT",County or equivalent,152691,152747,153239,153050,151967,151778,151693,151734,151162,151009,150689,150721,,
25620,,,"Hattiesburg, MS",Metropolitan Statistical Area,162410,162418,162856,164801,165994,166971,167179,167873,168158,167719,168292,168849,,
25620,,28031,"Covington County, MS",County or equivalent,19568,19573,19577,19485,19443,19208,19151,19243,19174,19014,18825,18636,,
25620,,28035,"Forrest County, MS",County or equivalent,74934,74862,74941,75790,76412,76584,75822,75593,75564,75155,74912,74897,,
25620,,28073,"Lamar County, MS",County or equivalent,55658,55732,56104,57375,58143,59170,60153,60966,61364,61536,62637,63343,,
25620,,28111,"Perry County, MS",County or equivalent,12250,12251,12234,12151,11996,12009,12053,12071,12056,12014,11918,11973,,
25860,,,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area,365497,365794,365565,364478,363670,363379,363035,363346,364798,367085,368449,369711,,
25860,,37003,"Alexander County, NC",County or equivalent,37198,37182,37233,37026,36922,37012,36987,36960,37133,37143,37331,37497,,
25860,,37023,"Burke County, NC",County or equivalent,90912,90837,90580,90542,89974,89354,89296,89341,89451,90157,90405,90485,,
25860,,37027,"Caldwell County, NC",County or equivalent,83029,83058,83022,82451,82081,82048,81667,81518,81766,81933,82026,82178,,
25860,,37035,"Catawba County, NC",County or equivalent,154358,154717,154730,154459,154693,154965,155085,155527,156448,157852,158687,159551,,
25940,,,"Hilton Head Island-Bluffton, SC",Metropolitan Statistical Area,187010,187010,187777,189330,193145,197292,201725,207256,211269,215019,218023,222195,,
25940,,45013,"Beaufort County, SC",County or equivalent,162233,162219,162829,164032,167415,170962,175040,179796,183184,186497,188876,192122,,
25940,,45053,"Jasper County, SC",County or equivalent,24777,24791,24948,25298,25730,26330,26685,27460,28085,28522,29147,30073,,
25980,,,"Hinesville, GA",Metropolitan Statistical Area,77917,77929,77339,80267,80406,78825,81120,79269,79845,80399,79697,80994,,
25980,,13179,"Liberty County, GA",County or equivalent,63453,63585,62765,65179,64412,62341,64091,61611,61473,61619,60606,61435,,
25980,,13183,"Long County, GA",County or equivalent,14464,14344,14574,15088,15994,16484,17029,17658,18372,18780,19091,19559,,
26140,,,"Homosassa Springs, FL",Metropolitan Statistical Area,141236,141230,141173,139764,139180,138829,138828,140287,142804,145415,147682,149657,,
26140,,12017,"Citrus County, FL",County or equivalent,141236,141230,141173,139764,139180,138829,138828,140287,142804,145415,147682,149657,,
26300,,,"Hot Springs, AR",Metropolitan Statistical Area,96024,95999,96067,96854,96986,97654,97758,97814,98282,98327,98966,99386,,
26300,,5051,"Garland County, AR",County or equivalent,96024,95999,96067,96854,96986,97654,97758,97814,98282,98327,98966,99386,,
26380,,,"Houma-Thibodaux, LA",Metropolitan Statistical Area,208178,208185,208251,208713,208885,209983,211368,212131,211512,209946,209144,208075,,
26380,,22057,"Lafourche Parish, LA",County or equivalent,96318,96642,96745,97078,97177,97276,97886,98314,98506,98123,97981,97614,,
26380,,22109,"Terrebonne Parish, LA",County or equivalent,111860,111543,111506,111635,111708,112707,113482,113817,113006,111823,111163,110461,,
26420,,,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,5920416,5920487,5947236,6056193,6183531,6328208,6500199,6671808,6806503,6900090,6976147,7066141,,
26420,,48015,"Austin County, TX",County or equivalent,28417,28412,28363,28604,28562,28679,28968,29471,29629,29722,29965,30032,,
26420,,48039,"Brazoria County, TX",County or equivalent,313166,313117,314428,319147,324224,329890,337570,345227,353155,361853,368887,374264,,
26420,,48071,"Chambers County, TX",County or equivalent,35096,35107,35456,35699,36508,37367,38296,39028,40163,41269,42227,43837,,
26420,,48157,"Fort Bend County, TX",County or equivalent,585375,584699,590253,606064,624824,651847,684048,715331,744160,767712,788081,811688,,
26420,,48167,"Galveston County, TX",County or equivalent,291309,291312,292484,295605,301049,306589,313367,320974,328820,334633,337858,342139,,
26420,,48201,"Harris County, TX",County or equivalent,4092459,4093176,4107666,4179568,4263094,4353187,4455994,4557846,4623960,4657972,4680045,4713325,,
26420,,48291,"Liberty County, TX",County or equivalent,75643,75643,75859,75990,76370,76849,78045,79537,81354,83597,85802,88219,,
26420,,48339,"Montgomery County, TX",County or equivalent,455746,455747,459208,471415,484565,498392,517146,535753,555216,571615,589770,607391,,
26420,,48473,"Waller County, TX",County or equivalent,43205,43274,43519,44101,44335,45408,46765,48641,50046,51717,53512,55246,,
26580,,,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,370908,370899,371065,371126,370972,370179,368938,367224,365020,361970,359069,355873,,
26580,,21019,"Boyd County, KY",County or equivalent,49542,49534,49602,49407,49224,48880,48798,48471,48121,47808,47292,46718,,
26580,,21043,"Carter County, KY",County or equivalent,27720,27721,27746,27627,27637,27600,27517,27439,27304,27214,27040,26797,,
26580,,21089,"Greenup County, KY",County or equivalent,36910,36906,36885,36841,36686,36483,36303,36006,35824,35514,35332,35098,,
26580,,39087,"Lawrence County, OH",County or equivalent,62450,62448,62424,62415,62146,61858,61539,60923,60691,60075,59767,59463,,
26580,,54011,"Cabell County, WV",County or equivalent,96319,96295,96322,96612,96949,97026,96639,96582,95681,94452,93035,91945,,
26580,,54079,"Putnam County, WV",County or equivalent,55486,55489,55620,56030,56445,56492,56625,56592,56675,56692,56642,56450,,
26580,,54099,"Wayne County, WV",County or equivalent,42481,42506,42466,42194,41885,41840,41517,41211,40724,40215,39961,39402,,
26620,,,"Huntsville, AL",Metropolitan Statistical Area,417593,417593,419276,425122,430056,435541,440395,444542,449576,455892,463181,471824,,
26620,,1083,"Limestone County, AL",County or equivalent,82782,82786,83181,85557,87326,88916,90599,91565,92847,94130,96177,98915,,
26620,,1089,"Madison County, AL",County or equivalent,334811,334807,336095,339565,342730,346625,349796,352977,356729,361762,367004,372909,,
26820,,,"Idaho Falls, ID",Metropolitan Statistical Area,133265,133331,133813,134959,136165,136840,137838,139542,142520,145512,148436,151530,,
26820,,16019,"Bonneville County, ID",County or equivalent,104234,104294,104675,105813,106764,107369,108236,109849,112118,114488,116444,119062,,
26820,,16023,"Butte County, ID",County or equivalent,2891,2893,2915,2833,2760,2667,2658,2566,2572,2585,2587,2597,,
26820,,16051,"Jefferson County, ID",County or equivalent,26140,26144,26223,26313,26641,26804,26944,27127,27830,28439,29405,29871,,
26900,,,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area,1887877,1888075,1892640,1910719,1929678,1953600,1971006,1986119,2006760,2027584,2052368,2074537,,
26900,,18011,"Boone County, IN",County or equivalent,56640,56641,56916,57915,59033,60346,61631,63033,64192,65723,66930,67843,,
26900,,18013,"Brown County, IN",County or equivalent,15242,15244,15207,15076,15049,15055,14944,14994,14996,15010,15230,15092,,
26900,,18057,"Hamilton County, IN",County or equivalent,274569,274557,276493,283368,289747,296858,302772,308428,315902,322933,330311,338011,,
26900,,18059,"Hancock County, IN",County or equivalent,70002,70060,70247,70363,70582,70980,71754,72413,73765,74998,76478,78168,,
26900,,18063,"Hendricks County, IN",County or equivalent,145448,145456,145954,148664,150735,153555,155845,157776,160376,163622,166908,170311,,
26900,,18081,"Johnson County, IN",County or equivalent,139654,139855,140269,141734,143475,145410,147085,148962,151540,153820,156093,158167,,
26900,,18095,"Madison County, IN",County or equivalent,131636,131637,131619,131002,130197,130303,129736,129388,129329,129418,129573,129569,,
26900,,18097,"Marion County, IN",County or equivalent,903393,903375,904591,911217,919786,929922,935935,939843,945685,950537,958700,964582,,
26900,,18109,"Morgan County, IN",County or equivalent,68894,68926,69138,69233,69177,69344,69495,69559,69633,69793,70137,70489,,
26900,,18133,"Putnam County, IN",County or equivalent,37963,37945,37909,37867,37640,37494,37451,37382,37113,37363,37486,37576,,
26900,,18145,"Shelby County, IN",County or equivalent,44436,44379,44297,44280,44257,44333,44358,44341,44229,44367,44522,44729,,
26980,,,"Iowa City, IA",Metropolitan Statistical Area,152586,152586,153025,155908,159006,162095,164759,167088,169054,171529,172607,173105,,
26980,,19103,"Johnson County, IA",County or equivalent,130882,130882,131337,134086,137103,140151,142730,144943,146928,149325,150549,151140,,
26980,,19183,"Washington County, IA",County or equivalent,21704,21704,21688,21822,21903,21944,22029,22145,22126,22204,22058,21965,,
27060,,,"Ithaca, NY",Metropolitan Statistical Area,101564,101592,101740,101821,102726,103553,103391,103006,102942,102664,102419,102180,,
27060,,36109,"Tompkins County, NY",County or equivalent,101564,101592,101740,101821,102726,103553,103391,103006,102942,102664,102419,102180,,
27100,,,"Jackson, MI",Metropolitan Statistical Area,160248,160233,160109,159658,159962,159628,159421,159264,158277,158563,158566,158510,,
27100,,26075,"Jackson County, MI",County or equivalent,160248,160233,160109,159658,159962,159628,159421,159264,158277,158563,158566,158510,,
27140,,,"Jackson, MS",Metropolitan Statistical Area,586320,587115,588272,593409,595585,596325,597357,597928,599170,599358,597376,594806,,
27140,,28029,"Copiah County, MS",County or equivalent,29449,29448,29434,29278,29047,28941,28977,28865,28647,28528,28400,28065,,
27140,,28049,"Hinds County, MS",County or equivalent,245285,245364,245720,248205,247997,246250,245291,244216,242176,239929,235824,231840,,
27140,,28051,"Holmes County, MS",County or equivalent,19198,19483,19405,19081,18919,18802,18510,18367,18017,17849,17444,17010,,
27140,,28089,"Madison County, MS",County or equivalent,95203,95203,95538,96956,98059,99485,100841,102453,103852,104584,105648,106272,,
27140,,28121,"Rankin County, MS",County or equivalent,141617,142052,142515,144207,145809,147321,148426,149447,151514,152904,154250,155271,,
27140,,28127,"Simpson County, MS",County or equivalent,27503,27500,27526,27405,27424,27531,27512,27169,26992,26905,26717,26658,,
27140,,28163,"Yazoo County, MS",County or equivalent,28065,28065,28134,28277,28330,27995,27800,27411,27972,28659,29093,29690,,
27180,,,"Jackson, TN",Metropolitan Statistical Area,179694,179711,179762,179692,179857,179836,179358,178607,178306,178336,178315,178644,,
27180,,47023,"Chester County, TN",County or equivalent,17131,17145,17194,17150,17076,17116,17136,17123,17130,17154,17245,17297,,
27180,,47033,"Crockett County, TN",County or equivalent,14586,14576,14588,14560,14610,14610,14652,14586,14448,14436,14296,14230,,
27180,,47053,"Gibson County, TN",County or equivalent,49683,49687,49731,49898,49666,49380,49436,49329,49250,49255,49171,49133,,
27180,,47113,"Madison County, TN",County or equivalent,98294,98303,98249,98084,98505,98730,98134,97569,97478,97491,97603,97984,,
