area,area_name,occ_code,occ_title,tot_emp,emp_prse,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,year,occ
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",39-9031,Fitness Trainers and Aerobics Instructors,16790.0,5.5,26.55,55230.0,4.4,10.4,15.98,24.64,35.14,47.13,21640.0,33250.0,51240.0,73090.0,98030.0,2013,fit_trainer
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",39-9032,Recreation Workers,24390.0,5.8,14.14,29410.0,1.4,8.4,9.89,12.62,17.11,22.14,17470.0,20560.0,26250.0,35590.0,46060.0,2013,rec_worker
Seattle,"Seattle-Tacoma-Bellevue, WA",00-0000,All Occupations,1711330.0,0.6,27.46,57110.0,2.8,10.29,14.0,21.72,35.27,52.5,21400.0,29110.0,45170.0,73360.0,109200.0,2013,all_jobs
Seattle,"Seattle-Tacoma-Bellevue, WA",27-2032,Choreographers,,,36.05,74980.0,8.7,21.89,30.65,36.6,42.38,46.75,45520.0,63750.0,76120.0,88160.0,97240.0,2013,choreo
Seattle,"Seattle-Tacoma-Bellevue, WA",39-9031,Fitness Trainers and Aerobics Instructors,4750.0,14.4,19.77,41120.0,4.6,9.95,11.56,16.56,27.18,34.21,20700.0,24050.0,34440.0,56540.0,71150.0,2013,fit_trainer
Seattle,"Seattle-Tacoma-Bellevue, WA",39-9032,Recreation Workers,3390.0,7.2,14.29,29730.0,2.0,9.61,10.44,12.12,16.33,22.36,19990.0,21710.0,25200.0,33970.0,46510.0,2013,rec_worker
All,U.S. all,00-0000,All Occupations,135128260.0,0.1,22.71,47230.0,0.1,8.82,11.04,17.09,27.75,43.3,18350.0,22950.0,35540.0,57720.0,90060.0,2014,all_jobs
All,U.S. all,27-2031,Dancers,11240.0,7.0,18.53,,2.9,8.52,9.46,14.31,23.71,34.44,,,,,,2014,dancer
All,U.S. all,27-2032,Choreographers,6030.0,8.3,24.71,51390.0,4.4,9.06,13.73,21.28,32.89,48.96,18840.0,28550.0,44250.0,68410.0,101830.0,2014,choreo
All,U.S. all,39-9031,Fitness Trainers and Aerobics Instructors,241000.0,1.4,18.95,39410.0,0.7,8.71,10.84,16.82,24.48,32.48,18110.0,22540.0,34980.0,50920.0,67560.0,2014,fit_trainer
All,U.S. all,39-9032,Recreation Workers,321110.0,1.1,12.42,25830.0,0.5,8.27,9.0,10.88,14.32,18.86,17190.0,18720.0,22620.0,29800.0,39230.0,2014,rec_worker
LA,"Los Angeles-Long Beach-Santa Ana, CA",00-0000,All Occupations,5541000.0,0.5,25.48,53000.0,0.6,9.09,11.46,18.41,32.15,50.08,18900.0,23850.0,38290.0,66880.0,104170.0,2014,all_jobs
LA,"Los Angeles-Long Beach-Santa Ana, CA",27-2031,Dancers,930.0,33.0,15.57,,12.1,8.67,9.16,10.94,20.83,27.21,,,,,,2014,dancer
LA,"Los Angeles-Long Beach-Santa Ana, CA",27-2032,Choreographers,370.0,44.6,,,,,,,,,,,,,,2014,choreo
LA,"Los Angeles-Long Beach-Santa Ana, CA",39-9031,Fitness Trainers and Aerobics Instructors,8700.0,10.7,22.95,47750.0,4.0,9.13,13.19,21.23,29.01,40.58,18990.0,27440.0,44160.0,60330.0,84400.0,2014,fit_trainer
LA,"Los Angeles-Long Beach-Santa Ana, CA",39-9032,Recreation Workers,12730.0,3.7,12.48,25970.0,1.2,8.84,9.9,11.57,14.06,17.67,18390.0,20600.0,24060.0,29250.0,36750.0,2014,rec_worker
SanFran,"San Francisco-Oakland-Fremont, CA",00-0000,All Occupations,2112800.0,1.0,31.25,64990.0,0.8,10.21,14.23,23.72,40.55,62.9,21240.0,29600.0,49330.0,84340.0,130840.0,2014,all_jobs
SanFran,"San Francisco-Oakland-Fremont, CA",27-2031,Dancers,500.0,35.2,16.93,,9.2,9.2,10.77,14.15,21.01,27.73,,,,,,2014,dancer
SanFran,"San Francisco-Oakland-Fremont, CA",27-2032,Choreographers,150.0,26.8,38.01,79050.0,9.3,16.06,30.56,38.7,50.66,56.16,33410.0,63570.0,80490.0,105370.0,116800.0,2014,choreo
SanFran,"San Francisco-Oakland-Fremont, CA",39-9031,Fitness Trainers and Aerobics Instructors,5030.0,7.8,27.86,57960.0,4.4,10.78,15.22,27.23,36.59,49.74,22420.0,31670.0,56640.0,76100.0,103450.0,2014,fit_trainer
SanFran,"San Francisco-Oakland-Fremont, CA",39-9032,Recreation Workers,7320.0,7.2,14.06,29240.0,1.7,8.94,10.26,13.02,16.51,20.98,18600.0,21350.0,27090.0,34330.0,43650.0,2014,rec_worker
Chicago,"Chicago-Joliet-Naperville, IL-IN-WI",00-0000,All Occupations,4411860.0,0.3,24.23,50410.0,0.8,9.08,11.19,18.07,30.75,46.01,18890.0,23280.0,37590.0,63950.0,95700.0,2014,all_jobs
Chicago,"Chicago-Joliet-Naperville, IL-IN-WI",27-2031,Dancers,580.0,45.7,22.27,,8.9,10.75,13.64,20.86,26.37,34.46,,,,,,2014,dancer
Chicago,"Chicago-Joliet-Naperville, IL-IN-WI",27-2032,Choreographers,,,24.63,51230.0,7.8,19.54,20.55,22.23,23.97,37.35,40640.0,42740.0,46250.0,49850.0,77690.0,2014,choreo
Chicago,"Chicago-Joliet-Naperville, IL-IN-WI",39-9031,Fitness Trainers and Aerobics Instructors,,,17.57,36550.0,3.6,8.84,9.44,13.83,23.47,29.34,18380.0,19640.0,28770.0,48820.0,61020.0,2014,fit_trainer
Chicago,"Chicago-Joliet-Naperville, IL-IN-WI",39-9032,Recreation Workers,15590.0,6.6,12.12,25220.0,1.3,8.64,9.07,10.54,13.57,18.24,17970.0,18870.0,21910.0,28230.0,37940.0,2014,rec_worker
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",00-0000,All Occupations,8615710.0,0.3,28.39,59060.0,0.5,9.19,12.47,20.99,35.83,55.72,19120.0,25950.0,43660.0,74530.0,115900.0,2014,all_jobs
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",27-2031,Dancers,1040.0,17.1,23.98,,7.2,12.12,15.46,22.7,31.44,36.45,,,,,,2014,dancer
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",27-2032,Choreographers,330.0,31.2,33.55,69790.0,9.9,18.82,21.43,29.9,49.15,56.44,39140.0,44580.0,62180.0,102230.0,117390.0,2014,choreo
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",39-9031,Fitness Trainers and Aerobics Instructors,18140.0,6.6,26.85,55850.0,3.3,10.31,15.63,25.53,34.93,46.56,21450.0,32510.0,53100.0,72640.0,96850.0,2014,fit_trainer
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",39-9032,Recreation Workers,24020.0,6.1,13.82,28750.0,1.3,8.71,9.73,12.33,16.62,21.22,18120.0,20240.0,25650.0,34560.0,44140.0,2014,rec_worker
Seattle,"Seattle-Tacoma-Bellevue, WA",00-0000,All Occupations,1761920.0,0.7,27.58,57370.0,2.9,10.51,13.98,21.65,35.44,53.15,21870.0,29070.0,45040.0,73710.0,110560.0,2014,all_jobs
Seattle,"Seattle-Tacoma-Bellevue, WA",27-2032,Choreographers,,,36.48,75870.0,8.3,20.64,30.92,37.23,43.24,49.09,42930.0,64320.0,77430.0,89950.0,102110.0,2014,choreo
Seattle,"Seattle-Tacoma-Bellevue, WA",39-9031,Fitness Trainers and Aerobics Instructors,5070.0,8.0,20.0,41590.0,5.3,10.54,12.57,16.2,26.83,34.88,21920.0,26150.0,33700.0,55800.0,72540.0,2014,fit_trainer
Seattle,"Seattle-Tacoma-Bellevue, WA",39-9032,Recreation Workers,3310.0,5.7,13.8,28700.0,1.8,9.67,10.43,11.72,15.16,20.72,20110.0,21690.0,24370.0,31530.0,43090.0,2014,rec_worker
All,U.S. all,00-0000,All Occupations,137896660.0,0.1,23.23,48320.0,0.1,9.07,11.27,17.4,28.32,44.29,18870.0,23430.0,36200.0,58900.0,92110.0,2015,all_jobs
All,U.S. all,27-2031,Dancers,10030.0,7.5,18.14,,3.0,8.56,9.35,14.44,23.04,33.03,,,,,,2015,dancer
All,U.S. all,27-2032,Choreographers,5130.0,8.1,24.79,51560.0,3.7,9.24,13.93,22.09,32.8,45.72,19210.0,28980.0,45940.0,68220.0,95100.0,2015,choreo
All,U.S. all,39-9031,Fitness Trainers and Aerobics Instructors,237760.0,1.4,19.7,40970.0,0.8,8.98,11.19,17.39,25.45,33.74,18690.0,23280.0,36160.0,52940.0,70180.0,2015,fit_trainer
All,U.S. all,39-9032,Recreation Workers,336150.0,1.1,12.79,26610.0,0.4,8.49,9.23,11.21,14.71,19.65,17660.0,19190.0,23320.0,30590.0,40880.0,2015,rec_worker
LA,"Los Angeles-Long Beach-Anaheim, CA",00-0000,All Occupations,5627380.0,0.3,25.96,54000.0,0.6,9.43,11.7,18.6,32.36,50.88,19610.0,24340.0,38700.0,67310.0,105830.0,2015,all_jobs
LA,"Los Angeles-Long Beach-Anaheim, CA",27-2031,Dancers,,,17.04,,8.9,9.56,10.91,14.71,22.55,27.96,,,,,,2015,dancer
LA,"Los Angeles-Long Beach-Anaheim, CA",27-2032,Choreographers,250.0,29.6,23.99,49910.0,9.2,12.64,14.04,20.83,26.25,39.49,26280.0,29200.0,43330.0,54600.0,82130.0,2015,choreo
LA,"Los Angeles-Long Beach-Anaheim, CA",39-9031,Fitness Trainers and Aerobics Instructors,8450.0,8.8,24.06,50050.0,3.7,9.86,13.64,22.79,31.09,40.27,20500.0,28380.0,47390.0,64680.0,83770.0,2015,fit_trainer
LA,"Los Angeles-Long Beach-Anaheim, CA",39-9032,Recreation Workers,17010.0,4.3,13.2,27450.0,1.7,9.26,10.18,12.39,14.83,18.45,19260.0,21160.0,25770.0,30850.0,38380.0,2015,rec_worker
SanFran,"San Francisco-Oakland-Hayward, CA",00-0000,All Occupations,2186370.0,1.0,32.16,66900.0,1.0,10.67,14.64,24.19,41.61,64.59,22190.0,30440.0,50310.0,86550.0,134350.0,2015,all_jobs
SanFran,"San Francisco-Oakland-Hayward, CA",27-2031,Dancers,340.0,44.9,18.75,,4.2,9.44,12.18,15.53,22.89,33.18,,,,,,2015,dancer
SanFran,"San Francisco-Oakland-Hayward, CA",27-2032,Choreographers,130.0,45.2,40.97,85210.0,8.7,31.5,34.03,38.24,51.19,57.49,65520.0,70770.0,79530.0,106470.0,119580.0,2015,choreo
SanFran,"San Francisco-Oakland-Hayward, CA",39-9031,Fitness Trainers and Aerobics Instructors,5150.0,9.8,26.08,54250.0,4.6,10.18,13.77,24.28,35.25,46.56,21170.0,28650.0,50510.0,73320.0,96850.0,2015,fit_trainer
SanFran,"San Francisco-Oakland-Hayward, CA",39-9032,Recreation Workers,7480.0,11.6,15.9,33060.0,2.0,9.99,11.92,15.32,18.35,23.14,20780.0,24790.0,31860.0,38170.0,48130.0,2015,rec_worker
Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",00-0000,All Occupations,4484510.0,0.3,24.81,51600.0,0.8,9.19,11.44,18.39,31.08,47.16,19110.0,23800.0,38250.0,64650.0,98090.0,2015,all_jobs
Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",27-2031,Dancers,450.0,48.9,22.58,,11.1,10.24,13.12,20.84,26.67,35.97,,,,,,2015,dancer
Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",27-2032,Choreographers,,,22.06,45880.0,12.7,12.96,19.43,21.51,23.58,32.68,26960.0,40420.0,44730.0,49040.0,67970.0,2015,choreo
Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",39-9031,Fitness Trainers and Aerobics Instructors,11260.0,12.9,19.56,40690.0,4.4,9.26,11.44,14.88,25.67,34.49,19260.0,23800.0,30950.0,53400.0,71730.0,2015,fit_trainer
Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",39-9032,Recreation Workers,16860.0,5.2,12.62,26240.0,2.4,8.7,9.17,10.88,14.11,19.25,18110.0,19080.0,22630.0,29340.0,40040.0,2015,rec_worker
NY,"New York-Newark-Jersey City, NY-NJ-PA",00-0000,All Occupations,9046910.0,0.3,28.84,59990.0,0.5,9.37,12.56,21.2,36.11,56.9,19500.0,26120.0,44100.0,75120.0,118360.0,2015,all_jobs
NY,"New York-Newark-Jersey City, NY-NJ-PA",27-2031,Dancers,650.0,21.8,22.5,,10.5,9.1,13.77,20.48,28.42,37.21,,,,,,2015,dancer
NY,"New York-Newark-Jersey City, NY-NJ-PA",27-2032,Choreographers,350.0,25.7,34.41,71570.0,7.8,16.73,21.45,31.17,49.33,58.17,34800.0,44620.0,64840.0,102610.0,121000.0,2015,choreo
NY,"New York-Newark-Jersey City, NY-NJ-PA",39-9031,Fitness Trainers and Aerobics Instructors,18870.0,5.2,29.98,62370.0,3.2,10.85,17.89,27.79,39.22,53.29,22560.0,37200.0,57810.0,81590.0,110850.0,2015,fit_trainer
NY,"New York-Newark-Jersey City, NY-NJ-PA",39-9032,Recreation Workers,25640.0,5.6,14.43,30010.0,1.7,9.06,10.06,12.85,17.32,22.57,18840.0,20930.0,26740.0,36020.0,46950.0,2015,rec_worker
Seattle,"Seattle-Tacoma-Bellevue, WA",00-0000,All Occupations,1814230.0,0.7,28.39,59060.0,2.8,10.96,14.44,22.27,36.2,54.76,22810.0,30040.0,46330.0,75300.0,113890.0,2015,all_jobs
Seattle,"Seattle-Tacoma-Bellevue, WA",27-2032,Choreographers,,,36.25,75410.0,9.1,19.68,31.42,37.37,43.42,47.02,40930.0,65360.0,77730.0,90300.0,97800.0,2015,choreo
Seattle,"Seattle-Tacoma-Bellevue, WA",39-9031,Fitness Trainers and Aerobics Instructors,5010.0,8.3,22.58,46960.0,4.4,11.45,14.3,20.59,29.99,36.4,23830.0,29750.0,42830.0,62380.0,75700.0,2015,fit_trainer
Seattle,"Seattle-Tacoma-Bellevue, WA",39-9032,Recreation Workers,3500.0,7.1,14.58,30330.0,2.5,9.87,10.71,12.38,16.48,23.42,20530.0,22270.0,25760.0,34280.0,48700.0,2015,rec_worker
All,U.S. all,00-0000,All Occupations,140400040.0,0.1,23.86,49630.0,0.1,9.27,11.6,17.81,28.92,45.45,19290.0,24140.0,37040.0,60150.0,94540.0,2016,all_jobs
All,U.S. all,27-2031,Dancers,10060.0,8.3,18.29,,3.6,8.69,9.37,13.74,22.99,33.34,,,,,,2016,dancer
All,U.S. all,27-2032,Choreographers,5160.0,7.8,25.77,53610.0,3.6,10.35,15.28,23.19,33.38,45.39,21520.0,31790.0,48240.0,69430.0,94400.0,2016,choreo
All,U.S. all,39-9031,Fitness Trainers and Aerobics Instructors,257410.0,1.3,20.57,42780.0,0.8,9.21,11.6,18.34,26.45,35.09,19150.0,24120.0,38160.0,55010.0,72980.0,2016,fit_trainer
All,U.S. all,39-9032,Recreation Workers,336880.0,1.0,13.09,27230.0,0.3,8.66,9.51,11.48,15.05,20.03,18000.0,19780.0,23870.0,31310.0,41660.0,2016,rec_worker
LA,"Los Angeles-Long Beach-Anaheim, CA",00-0000,All Occupations,5783690.0,0.4,26.75,55650.0,0.7,10.19,12.11,19.08,32.89,52.04,21190.0,25180.0,39680.0,68420.0,108250.0,2016,all_jobs
LA,"Los Angeles-Long Beach-Anaheim, CA",27-2031,Dancers,490.0,28.2,18.6,,9.9,10.16,11.3,16.7,26.14,29.59,,,,,,2016,dancer
LA,"Los Angeles-Long Beach-Anaheim, CA",27-2032,Choreographers,,,26.8,55740.0,15.1,12.3,13.36,15.12,33.67,55.39,25580.0,27790.0,31450.0,70030.0,115210.0,2016,choreo
LA,"Los Angeles-Long Beach-Anaheim, CA",39-9031,Fitness Trainers and Aerobics Instructors,8990.0,9.4,24.45,50850.0,3.6,10.11,13.84,22.51,31.09,42.86,21020.0,28780.0,46810.0,64670.0,89140.0,2016,fit_trainer
LA,"Los Angeles-Long Beach-Anaheim, CA",39-9032,Recreation Workers,17820.0,4.5,13.78,28670.0,1.9,10.01,10.81,12.76,15.27,19.09,20820.0,22490.0,26540.0,31750.0,39720.0,2016,rec_worker
SanFran,"San Francisco-Oakland-Hayward, CA",00-0000,All Occupations,2263090.0,0.6,33.23,69110.0,0.8,11.43,15.13,24.9,42.5,66.31,23770.0,31480.0,51780.0,88390.0,137920.0,2016,all_jobs
SanFran,"San Francisco-Oakland-Hayward, CA",27-2031,Dancers,300.0,42.0,18.95,,4.0,10.01,12.36,16.06,22.66,30.13,,,,,,2016,dancer
SanFran,"San Francisco-Oakland-Hayward, CA",27-2032,Choreographers,330.0,49.6,41.81,86960.0,8.0,32.88,36.2,40.76,47.88,56.01,68380.0,75290.0,84770.0,99590.0,116500.0,2016,choreo
SanFran,"San Francisco-Oakland-Hayward, CA",39-9031,Fitness Trainers and Aerobics Instructors,5650.0,8.1,26.12,54340.0,4.7,10.69,13.9,23.57,34.84,48.87,22230.0,28910.0,49030.0,72460.0,101640.0,2016,fit_trainer
SanFran,"San Francisco-Oakland-Hayward, CA",39-9032,Recreation Workers,7540.0,9.8,16.32,33950.0,2.4,10.56,12.25,15.68,18.71,23.51,21970.0,25480.0,32620.0,38920.0,48910.0,2016,rec_worker
Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",00-0000,All Occupations,4552180.0,0.4,25.63,53320.0,0.9,9.35,11.75,18.93,32.17,48.68,19450.0,24440.0,39380.0,66920.0,101260.0,2016,all_jobs
Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",27-2031,Dancers,,,24.08,,18.4,10.17,12.2,21.58,27.86,38.46,,,,,,2016,dancer
Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",27-2032,Choreographers,,,22.47,46730.0,13.9,12.29,18.84,21.82,24.07,34.82,25560.0,39180.0,45390.0,50070.0,72420.0,2016,choreo
Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",39-9031,Fitness Trainers and Aerobics Instructors,10970.0,5.8,21.92,45590.0,3.6,9.39,12.12,19.07,28.76,38.83,19520.0,25200.0,39670.0,59830.0,80770.0,2016,fit_trainer
Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",39-9032,Recreation Workers,16970.0,5.4,12.35,25690.0,2.3,8.75,9.14,10.46,13.72,18.82,18210.0,19010.0,21770.0,28540.0,39150.0,2016,rec_worker
NY,"New York-Newark-Jersey City, NY-NJ-PA",00-0000,All Occupations,9169850.0,0.3,29.71,61790.0,0.6,9.59,12.87,21.74,37.01,58.58,19950.0,26760.0,45220.0,76990.0,121850.0,2016,all_jobs
NY,"New York-Newark-Jersey City, NY-NJ-PA",27-2031,Dancers,740.0,24.0,23.78,,13.0,9.42,13.89,19.0,27.38,37.79,,,,,,2016,dancer
NY,"New York-Newark-Jersey City, NY-NJ-PA",27-2032,Choreographers,320.0,34.3,36.56,76050.0,8.1,20.02,22.2,32.29,52.59,61.29,41640.0,46170.0,67160.0,109390.0,127470.0,2016,choreo
NY,"New York-Newark-Jersey City, NY-NJ-PA",39-9031,Fitness Trainers and Aerobics Instructors,22130.0,6.1,30.79,64050.0,3.3,10.31,19.19,28.61,39.83,54.74,21450.0,39910.0,59500.0,82840.0,113860.0,2016,fit_trainer
NY,"New York-Newark-Jersey City, NY-NJ-PA",39-9032,Recreation Workers,26810.0,5.3,14.77,30720.0,1.3,9.21,10.19,13.09,17.74,23.38,19160.0,21190.0,27220.0,36900.0,48630.0,2016,rec_worker
Seattle,"Seattle-Tacoma-Bellevue, WA",00-0000,All Occupations,1874250.0,1.1,29.41,61170.0,2.5,11.43,14.95,22.91,37.17,56.64,23780.0,31090.0,47650.0,77310.0,117820.0,2016,all_jobs
Seattle,"Seattle-Tacoma-Bellevue, WA",27-2032,Choreographers,,,34.41,71570.0,14.8,15.9,23.26,37.8,44.32,48.04,33070.0,48390.0,78620.0,92190.0,99910.0,2016,choreo
Seattle,"Seattle-Tacoma-Bellevue, WA",39-9031,Fitness Trainers and Aerobics Instructors,4950.0,13.0,24.57,51110.0,5.2,13.49,16.56,22.63,31.86,37.7,28070.0,34440.0,47070.0,66270.0,78410.0,2016,fit_trainer
Seattle,"Seattle-Tacoma-Bellevue, WA",39-9032,Recreation Workers,3720.0,7.5,15.18,31580.0,2.6,10.29,11.21,13.27,17.18,24.27,21400.0,23310.0,27600.0,35740.0,50470.0,2016,rec_worker
All,U.S. all,00-0000,All Occupations,142549250.0,0.1,24.34,50620.0,0.1,9.6,11.91,18.12,29.38,46.23,19970.0,24770.0,37690.0,61110.0,96150.0,2017,all_jobs
All,U.S. all,27-2031,Dancers,9930.0,7.3,17.7,,3.2,8.74,9.66,14.25,22.41,30.95,,,,,,2017,dancer
All,U.S. all,27-2032,Choreographers,5310.0,8.5,25.47,52970.0,3.4,10.26,15.24,23.28,32.21,44.48,21340.0,31700.0,48420.0,67000.0,92520.0,2017,choreo
All,U.S. all,39-9031,Fitness Trainers and Aerobics Instructors,280080.0,1.3,21.02,43720.0,0.7,9.44,12.0,18.85,27.01,35.83,19640.0,24970.0,39210.0,56190.0,74520.0,2017,fit_trainer
All,U.S. all,39-9032,Recreation Workers,352350.0,1.0,13.44,27950.0,0.4,8.88,9.84,11.8,15.44,20.46,18480.0,20470.0,24540.0,32110.0,42560.0,2017,rec_worker
LA,"Los Angeles-Long Beach-Anaheim, CA",00-0000,All Occupations,6047050.0,0.3,26.94,56030.0,0.6,10.72,12.33,19.13,32.9,52.4,22310.0,25640.0,39800.0,68440.0,109000.0,2017,all_jobs
LA,"Los Angeles-Long Beach-Anaheim, CA",27-2031,Dancers,,,21.4,,15.4,10.95,12.5,19.46,28.47,33.58,,,,,,2017,dancer
LA,"Los Angeles-Long Beach-Anaheim, CA",27-2032,Choreographers,140.0,33.2,23.38,48620.0,24.2,12.53,13.54,15.3,25.49,37.7,26060.0,28160.0,31830.0,53030.0,78430.0,2017,choreo
LA,"Los Angeles-Long Beach-Anaheim, CA",39-9031,Fitness Trainers and Aerobics Instructors,9660.0,9.2,23.36,48590.0,3.7,11.33,14.59,21.34,29.33,38.37,23570.0,30340.0,44390.0,61010.0,79800.0,2017,fit_trainer
LA,"Los Angeles-Long Beach-Anaheim, CA",39-9032,Recreation Workers,18060.0,4.3,14.05,29220.0,2.0,10.36,11.23,13.07,15.5,19.22,21550.0,23350.0,27190.0,32250.0,39970.0,2017,rec_worker
SanFran,"San Francisco-Oakland-Hayward, CA",00-0000,All Occupations,2369450.0,0.6,33.51,69700.0,1.0,11.8,15.22,24.88,42.66,67.07,24530.0,31660.0,51750.0,88740.0,139510.0,2017,all_jobs
SanFran,"San Francisco-Oakland-Hayward, CA",27-2031,Dancers,220.0,26.3,22.33,,5.5,10.22,13.03,18.41,29.93,38.64,,,,,,2017,dancer
SanFran,"San Francisco-Oakland-Hayward, CA",27-2032,Choreographers,,,44.78,93150.0,3.7,28.57,41.61,46.31,51.72,59.12,59430.0,86540.0,96330.0,107570.0,122980.0,2017,choreo
SanFran,"San Francisco-Oakland-Hayward, CA",39-9031,Fitness Trainers and Aerobics Instructors,6090.0,7.8,25.73,53520.0,4.9,10.95,13.3,23.31,34.5,47.71,22780.0,27660.0,48480.0,71750.0,99230.0,2017,fit_trainer
SanFran,"San Francisco-Oakland-Hayward, CA",39-9032,Recreation Workers,9590.0,15.2,16.98,35330.0,2.7,11.19,13.17,16.58,19.48,23.78,23280.0,27400.0,34490.0,40510.0,49460.0,2017,rec_worker
Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",00-0000,All Occupations,4589690.0,0.3,26.04,54160.0,0.8,9.58,12.06,19.23,32.54,48.96,19920.0,25080.0,39990.0,67690.0,101830.0,2017,all_jobs
Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",27-2031,Dancers,190.0,41.0,,,,,,,,,,,,,,2017,dancer
Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",27-2032,Choreographers,70.0,19.6,19.54,40650.0,8.7,9.93,13.67,18.79,23.68,31.21,20650.0,28430.0,39080.0,49260.0,64920.0,2017,choreo
Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",39-9031,Fitness Trainers and Aerobics Instructors,12950.0,6.8,22.08,45930.0,3.4,9.45,12.02,19.84,29.14,38.37,19650.0,25010.0,41260.0,60620.0,79810.0,2017,fit_trainer
Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",39-9032,Recreation Workers,15020.0,5.1,12.8,26620.0,2.8,8.88,9.31,10.95,14.33,19.37,18460.0,19370.0,22780.0,29810.0,40280.0,2017,rec_worker
NY,"New York-Newark-Jersey City, NY-NJ-PA",00-0000,All Occupations,9302710.0,0.2,30.23,62870.0,0.6,10.05,13.13,22.07,37.54,59.61,20900.0,27310.0,45900.0,78090.0,123990.0,2017,all_jobs
NY,"New York-Newark-Jersey City, NY-NJ-PA",27-2031,Dancers,790.0,25.1,24.84,,14.1,11.15,14.5,19.88,27.92,41.8,,,,,,2017,dancer
NY,"New York-Newark-Jersey City, NY-NJ-PA",27-2032,Choreographers,50.0,33.3,42.58,88570.0,11.6,18.95,25.24,29.91,57.64,75.34,39410.0,52500.0,62210.0,119880.0,156710.0,2017,choreo
NY,"New York-Newark-Jersey City, NY-NJ-PA",39-9031,Fitness Trainers and Aerobics Instructors,25090.0,6.6,30.54,63520.0,2.6,10.55,18.54,28.8,40.01,52.95,21950.0,38570.0,59910.0,83230.0,110140.0,2017,fit_trainer
NY,"New York-Newark-Jersey City, NY-NJ-PA",39-9032,Recreation Workers,30180.0,5.5,15.67,32600.0,1.4,9.73,11.06,14.19,18.7,24.22,20240.0,23000.0,29510.0,38900.0,50380.0,2017,rec_worker
Seattle,"Seattle-Tacoma-Bellevue, WA",00-0000,All Occupations,1944150.0,1.1,30.35,63120.0,2.4,12.13,15.58,23.5,37.82,58.1,25240.0,32400.0,48890.0,78670.0,120840.0,2017,all_jobs
Seattle,"Seattle-Tacoma-Bellevue, WA",27-2031,Dancers,110.0,10.4,,,,,,,,,,,,,,2017,dancer
Seattle,"Seattle-Tacoma-Bellevue, WA",27-2032,Choreographers,,,37.82,78670.0,10.3,20.78,34.29,40.35,46.0,49.36,43220.0,71320.0,83920.0,95690.0,102660.0,2017,choreo
Seattle,"Seattle-Tacoma-Bellevue, WA",39-9031,Fitness Trainers and Aerobics Instructors,4710.0,11.9,26.38,54880.0,4.1,13.74,19.2,25.89,32.38,38.78,28580.0,39930.0,53860.0,67350.0,80660.0,2017,fit_trainer
Seattle,"Seattle-Tacoma-Bellevue, WA",39-9032,Recreation Workers,4050.0,8.6,15.88,33030.0,2.6,11.36,11.89,14.17,17.8,24.05,23630.0,24730.0,29480.0,37030.0,50020.0,2017,rec_worker
All,U.S. all,00-0000,All Occupations,144733270.0,0.1,24.98,51960.0,0.1,9.95,12.37,18.58,30.06,47.31,20690.0,25740.0,38640.0,62510.0,98410.0,2018,all_jobs
All,U.S. all,27-2031,Dancers,9720.0,7.4,20.7,,3.0,9.35,10.98,16.31,26.29,40.08,,,,,,2018,dancer
All,U.S. all,27-2032,Choreographers,5090.0,9.6,25.75,53560.0,3.6,10.26,14.89,22.98,33.06,46.93,21340.0,30970.0,47800.0,68760.0,97620.0,2018,choreo
All,U.S. all,39-9031,Fitness Trainers and Aerobics Instructors,308470.0,1.2,21.43,44580.0,0.7,9.69,12.39,19.15,27.29,36.58,20160.0,25780.0,39820.0,56760.0,76090.0,2018,fit_trainer
All,U.S. all,39-9032,Recreation Workers,353570.0,1.0,13.61,28310.0,0.4,8.88,10.13,12.05,15.63,20.52,18470.0,21060.0,25060.0,32510.0,42670.0,2018,rec_worker
LA,"Los Angeles-Long Beach-Anaheim, CA",00-0000,All Occupations,6118830.0,0.3,27.83,57890.0,0.7,11.29,13.08,19.7,34.05,54.77,23490.0,27210.0,40970.0,70830.0,113910.0,2018,all_jobs
